approx_price_EUR,brand_encode,model_encode,nt_encode,2G_bands_encode,GPRS_encode,EDGE_encode,announced_encode,status_encode,dimentions_encode,SIM_encode,display_type_encode,display_size_encode,memory_card_encode,loud_speaker_encode,audio_jack_encode,WLAN_encode,bluetooth_encode,GPS_encode,radio_encode,USB_encode,battery_encode,colors_encode
5.135798437050262,0.01147559986090182,0.0001159151501101194,0.1523125072446969,0.1775820099687029,0.4147444070940072,0.3783470499594297,0.00765039990726788,0.005448012055175612,0.002318303002202388,0.0006954909006607164,0.19102816738147677,0.0004636606004404776,0.0008114060507708358,0.7599397241219428,0.5858351686565434,0.004288860554074418,0.15926741625130406,0.08647270198214907,0.2975541903326765,0.39376376492407555,0.0003477454503303582,0.23461226382288164
5.521460917862246,0.01147559986090182,0.0001159151501101194,0.1523125072446969,0.02260345427147328,0.4147444070940072,0.3783470499594297,0.00765039990726788,0.005332096905065492,0.0002318303002202388,0.013562072562883968,0.19102816738147677,0.019705575518720295,0.024689926973455432,0.7599397241219428,0.5858351686565434,0.06966500521618176,0.15926741625130406,0.3329083111162629,0.2975541903326765,0.39376376492407555,0.0001159151501101194,0.09041381708589312
4.787491742782046,0.01147559986090182,0.0001159151501101194,0.1523125072446969,0.02260345427147328,0.4147444070940072,0.3783470499594297,0.00765039990726788,0.005332096905065492,0.0382519995363394,0.013562072562883968,0.19102816738147677,0.061666859858583514,0.008809551408369073,0.7599397241219428,0.5858351686565434,0.02897878752752985,0.10304856844789614,0.3329083111162629,0.2975541903326765,0.39376376492407555,0.024342181523125072,0.09041381708589312
5.438079308923196,0.01147559986090182,0.0001159151501101194,0.03152892082995248,0.031181175379622117,0.13898226498203314,0.3753332560565666,0.00579575750550597,0.008693636258258955,0.0001159151501101194,0.03176075113017272,0.19102816738147677,0.0016228121015416715,0.04091804798887214,0.0013909818013214327,0.5858351686565434,0.004868436304625015,0.10304856844789614,0.08647270198214907,0.4045438738843167,0.39376376492407555,0.006723078706386925,0.23461226382288164
5.438079308923196,0.01147559986090182,0.0001159151501101194,0.1523125072446969,0.26138866349831924,0.4147444070940072,0.3783470499594297,0.004404775704184537,0.004752521154514895,0.0001159151501101194,0.0002318303002202388,0.19102816738147677,0.02098064216993161,0.2276573548162745,0.7599397241219428,0.5858351686565434,0.14674858003941116,0.02306711487191376,0.3329083111162629,0.2975541903326765,0.39376376492407555,0.0001159151501101194,0.004288860554074418
4.867534450455582,0.01147559986090182,0.0001159151501101194,0.1523125072446969,0.1775820099687029,0.4147444070940072,0.3783470499594297,0.008114060507708357,0.03187666628028283,0.0382519995363394,0.024574011823345312,0.02909470267763997,0.019705575518720295,0.008809551408369073,0.7599397241219428,0.5858351686565434,0.009389127158919671,0.02306711487191376,0.3329083111162629,0.2975541903326765,0.39376376492407555,0.0003477454503303582,0.23461226382288164
5.298317366548036,0.01147559986090182,0.0001159151501101194,0.1523125072446969,0.02260345427147328,0.4147444070940072,0.3783470499594297,0.00579575750550597,0.005563927205285731,0.0001159151501101194,0.013562072562883968,0.19102816738147677,0.02098064216993161,0.06502839921177699,0.7599397241219428,0.5858351686565434,0.02897878752752985,0.10304856844789614,0.3329083111162629,0.2975541903326765,0.39376376492407555,0.0018546424017619103,0.0017387272516517908
4.700480365792417,0.01147559986090182,0.0001159151501101194,0.1523125072446969,0.02260345427147328,0.4147444070940072,0.3783470499594297,0.008114060507708357,0.00579575750550597,0.0001159151501101194,0.013562072562883968,0.19102816738147677,0.061666859858583514,0.2276573548162745,0.7599397241219428,0.5858351686565434,0.02897878752752985,0.15926741625130406,0.3329083111162629,0.2975541903326765,0.39376376492407555,0.024342181523125072,0.09041381708589312
5.857933154483459,0.01147559986090182,0.0001159151501101194,0.03152892082995248,0.031181175379622117,0.13898226498203314,0.3753332560565666,0.011823345311232178,0.00962095745913991,0.0001159151501101194,0.03176075113017272,0.19102816738147677,0.0004636606004404776,0.04091804798887214,0.0013909818013214327,0.5858351686565434,0.0003477454503303582,0.02306711487191376,0.08647270198214907,0.4045438738843167,0.39376376492407555,0.0001159151501101194,0.014025733163324446
5.393627546352362,0.01147559986090182,0.0001159151501101194,0.1523125072446969,0.1775820099687029,0.4147444070940072,0.3783470499594297,0.011823345311232178,0.00579575750550597,0.0001159151501101194,0.024574011823345312,0.019705575518720295,0.019705575518720295,0.024689926973455432,0.7599397241219428,0.5858351686565434,0.013793902863104208,0.0002318303002202388,0.3329083111162629,0.2975541903326765,0.00197055755187203,0.0001159151501101194,0.23461226382288164
